a;8.3
b;1.3
c;3.7
d;4.3
e;14.2
f;1.3
g;1.4
h;1.3
i;7.7
j;0.4
k;0.3
l;5.8
m;3.1
n;7.5
o;5.9
p;2.9
q;0.8
r;7.1
s;7.6
t;6.9
u;5.3
v;1.3
w;0.2
x;0.4
y;0.5
z;0.2
